N_Rock,T,C,M_SE,R,T_deploy,T_remain,M_direct
151849,150.8731378,2.2796091e+13,81018875,537000,39.60589463,150.8731378,18981125
151853,150.8722067,2.279669089e+13,81018375,537000,39.60693792,150.8722067,18981625
151857,150.8712756,2.279729078e+13,81017875,537000,39.60798122,150.8712756,18982125
151861,150.8703445,2.279789066e+13,81017375,537000,39.60902452,150.8703445,18982625
151865,150.8694134,2.279849055e+13,81016875,537000,39.61006781,150.8694134,18983125
151869,150.8684823,2.279909044e+13,81016375,537000,39.61111111,150.8684823,18983625
151873,150.8675512,2.279969032e+13,81015875,537000,39.61215441,150.8675512,18984125
151877,150.8666201,2.280029021e+13,81015375,537000,39.6131977,150.8666201,18984625
151881,150.865689,2.280089009e+13,81014875,537000,39.614241,150.865689,18985125
151885,150.8647579,2.280148998e+13,81014375,537000,39.6152843,150.8647579,18985625
151889,150.8638268,2.280208987e+13,81013875,537000,39.6163276,150.8638268,18986125
151893,150.8628957,2.280268975e+13,81013375,537000,39.61737089,150.8628957,18986625
151897,150.8619646,2.280328964e+13,81012875,537000,39.61841419,150.8619646,18987125
151901,150.8610335,2.280388953e+13,81012375,537000,39.61945749,150.8610335,18987625
151905,150.8601024,2.280448941e+13,81011875,537000,39.62050078,150.8601024,18988125
151909,150.8591713,2.28050893e+13,81011375,537000,39.62154408,150.8591713,18988625
151913,150.8582402,2.280568918e+13,81010875,537000,39.62258738,150.8582402,18989125
151917,150.8573091,2.280628907e+13,81010375,537000,39.62363067,150.8573091,18989625
151921,150.856378,2.280688896e+13,81009875,537000,39.62467397,150.856378,18990125
151925,150.8554469,2.280748884e+13,81009375,537000,39.62571727,150.8554469,18990625
151929,150.8545158,2.280808873e+13,81008875,537000,39.62676056,150.8545158,18991125
151933,150.8535847,2.280868861e+13,81008375,537000,39.62780386,150.8535847,18991625
151937,150.8526536,2.28092885e+13,81007875,537000,39.62884716,150.8526536,18992125
151941,150.8517225,2.280988839e+13,81007375,537000,39.62989045,150.8517225,18992625
151945,150.8507914,2.281048827e+13,81006875,537000,39.63093375,150.8507914,18993125
151949,150.8498603,2.281108816e+13,81006375,537000,39.63197705,150.8498603,18993625
151953,150.8489292,2.281168805e+13,81005875,537000,39.63302034,150.8489292,18994125
151957,150.8479981,2.281228793e+13,81005375,537000,39.63406364,150.8479981,18994625
151961,150.847067,2.281288782e+13,81004875,537000,39.63510694,150.847067,18995125
151965,150.8461359,2.28134877e+13,81004375,537000,39.63615023,150.8461359,18995625
151969,150.8452048,2.281408759e+13,81003875,537000,39.63719353,150.8452048,18996125
151973,150.8442737,2.281468748e+13,81003375,537000,39.63823683,150.8442737,18996625
151977,150.8433426,2.281528736e+13,81002875,537000,39.63928013,150.8433426,18997125
151981,150.8424115,2.281588725e+13,81002375,537000,39.64032342,150.8424115,18997625
151985,150.8414804,2.281648714e+13,81001875,537000,39.64136672,150.8414804,18998125
151989,150.8405493,2.281708702e+13,81001375,537000,39.64241002,150.8405493,18998625
151993,150.8396182,2.281768691e+13,81000875,537000,39.64345331,150.8396182,18999125
151997,150.8386872,2.281828679e+13,81000375,537000,39.64449661,150.8386872,18999625
152001,150.8377561,2.281888668e+13,80999875,537000,39.64553991,150.8377561,19000125
152005,150.836825,2.281948657e+13,80999375,537000,39.6465832,150.836825,19000625
152009,150.8358939,2.282008645e+13,80998875,537000,39.6476265,150.8358939,19001125
152013,150.8349628,2.282068634e+13,80998375,537000,39.6486698,150.8349628,19001625
152017,150.8340317,2.282128622e+13,80997875,537000,39.64971309,150.8340317,19002125
152021,150.8331006,2.282188611e+13,80997375,537000,39.65075639,150.8331006,19002625
152025,150.8321695,2.2822486e+13,80996875,537000,39.65179969,150.8321695,19003125
152029,150.8312384,2.282308588e+13,80996375,537000,39.65284298,150.8312384,19003625
152033,150.8303073,2.282368577e+13,80995875,537000,39.65388628,150.8303073,19004125
152037,150.8293762,2.282428566e+13,80995375,537000,39.65492958,150.8293762,19004625
152041,150.8284451,2.282488554e+13,80994875,537000,39.65597287,150.8284451,19005125
152045,150.827514,2.282548543e+13,80994375,537000,39.65701617,150.827514,19005625
152049,150.8265829,2.282608531e+13,80993875,537000,39.65805947,150.8265829,19006125
152053,150.8256518,2.28266852e+13,80993375,537000,39.65910276,150.8256518,19006625
152057,150.8247207,2.282728509e+13,80992875,537000,39.66014606,150.8247207,19007125
152061,150.8237896,2.282788497e+13,80992375,537000,39.66118936,150.8237896,19007625
152065,150.8228585,2.282848486e+13,80991875,537000,39.66223266,150.8228585,19008125
152069,150.8219274,2.282908475e+13,80991375,537000,39.66327595,150.8219274,19008625
152073,150.8209963,2.282968463e+13,80990875,537000,39.66431925,150.8209963,19009125
152077,150.8200652,2.283028452e+13,80990375,537000,39.66536255,150.8200652,19009625
152081,150.8191341,2.28308844e+13,80989875,537000,39.66640584,150.8191341,19010125
152085,150.818203,2.283148429e+13,80989375,537000,39.66744914,150.818203,19010625
152089,150.8172719,2.283208418e+13,80988875,537000,39.66849244,150.8172719,19011125
152093,150.8163408,2.283268406e+13,80988375,537000,39.66953573,150.8163408,19011625
152097,150.8154097,2.283328395e+13,80987875,537000,39.67057903,150.8154097,19012125
152101,150.8144786,2.283388384e+13,80987375,537000,39.67162233,150.8144786,19012625
152105,150.8135475,2.283448372e+13,80986875,537000,39.67266562,150.8135475,19013125
152109,150.8126164,2.283508361e+13,80986375,537000,39.67370892,150.8126164,19013625
152113,150.8116853,2.283568349e+13,80985875,537000,39.67475222,150.8116853,19014125
152117,150.8107542,2.283628338e+13,80985375,537000,39.67579551,150.8107542,19014625
152121,150.8098231,2.283688327e+13,80984875,537000,39.67683881,150.8098231,19015125
152125,150.808892,2.283748315e+13,80984375,537000,39.67788211,150.808892,19015625
152129,150.8079609,2.283808304e+13,80983875,537000,39.6789254,150.8079609,19016125
152133,150.8070298,2.283868292e+13,80983375,537000,39.6799687,150.8070298,19016625
152137,150.8060987,2.283928281e+13,80982875,537000,39.681012,150.8060987,19017125
152141,150.8051676,2.28398827e+13,80982375,537000,39.68205529,150.8051676,19017625
152145,150.8042365,2.284048258e+13,80981875,537000,39.68309859,150.8042365,19018125
152149,150.8033054,2.284108247e+13,80981375,537000,39.68414189,150.8033054,19018625
152153,150.8023743,2.284168236e+13,80980875,537000,39.68518519,150.8023743,19019125
152157,150.8014432,2.284228224e+13,80980375,537000,39.68622848,150.8014432,19019625
152161,150.8005121,2.284288213e+13,80979875,537000,39.68727178,150.8005121,19020125
152165,150.799581,2.284348201e+13,80979375,537000,39.68831508,150.799581,19020625
152169,150.7986499,2.28440819e+13,80978875,537000,39.68935837,150.7986499,19021125
152173,150.7977188,2.284468179e+13,80978375,537000,39.69040167,150.7977188,19021625
152177,150.7967877,2.284528167e+13,80977875,537000,39.69144497,150.7967877,19022125
152181,150.7958566,2.284588156e+13,80977375,537000,39.69248826,150.7958566,19022625
152185,150.7949255,2.284648145e+13,80976875,537000,39.69353156,150.7949255,19023125
152189,150.7939944,2.284708133e+13,80976375,537000,39.69457486,150.7939944,19023625
152193,150.7930633,2.284768122e+13,80975875,537000,39.69561815,150.7930633,19024125
152197,150.7921322,2.28482811e+13,80975375,537000,39.69666145,150.7921322,19024625
152201,150.7912011,2.284888099e+13,80974875,537000,39.69770475,150.7912011,19025125
152205,150.79027,2.284948088e+13,80974375,537000,39.69874804,150.79027,19025625
152209,150.7893389,2.285008076e+13,80973875,537000,39.69979134,150.7893389,19026125
152213,150.7884078,2.285068065e+13,80973375,537000,39.70083464,150.7884078,19026625
152217,150.7874767,2.285128053e+13,80972875,537000,39.70187793,150.7874767,19027125
152221,150.7865456,2.285188042e+13,80972375,537000,39.70292123,150.7865456,19027625
152225,150.7856145,2.285248031e+13,80971875,537000,39.70396453,150.7856145,19028125
152229,150.7846834,2.285308019e+13,80971375,537000,39.70500782,150.7846834,19028625
152233,150.7837523,2.285368008e+13,80970875,537000,39.70605112,150.7837523,19029125
152237,150.7828212,2.285427997e+13,80970375,537000,39.70709442,150.7828212,19029625
152241,150.7818901,2.285487985e+13,80969875,537000,39.70813772,150.7818901,19030125
152245,150.780959,2.285547974e+13,80969375,537000,39.70918101,150.780959,19030625
152249,150.7800279,2.285607962e+13,80968875,537000,39.71022431,150.7800279,19031125
152253,150.7790968,2.285667951e+13,80968375,537000,39.71126761,150.7790968,19031625
152257,150.7781657,2.28572794e+13,80967875,537000,39.7123109,150.7781657,19032125
152261,150.7772346,2.285787928e+13,80967375,537000,39.7133542,150.7772346,19032625
152265,150.7763035,2.285847917e+13,80966875,537000,39.7143975,150.7763035,19033125
152269,150.7753724,2.285907906e+13,80966375,537000,39.71544079,150.7753724,19033625
152273,150.7744413,2.285967894e+13,80965875,537000,39.71648409,150.7744413,19034125
152277,150.7735102,2.286027883e+13,80965375,537000,39.71752739,150.7735102,19034625
152281,150.7725791,2.286087871e+13,80964875,537000,39.71857068,150.7725791,19035125
152285,150.771648,2.28614786e+13,80964375,537000,39.71961398,150.771648,19035625
152289,150.7707169,2.286207849e+13,80963875,537000,39.72065728,150.7707169,19036125
152293,150.7697858,2.286267837e+13,80963375,537000,39.72170057,150.7697858,19036625
152297,150.7688547,2.286327826e+13,80962875,537000,39.72274387,150.7688547,19037125
152301,150.7679236,2.286387814e+13,80962375,537000,39.72378717,150.7679236,19037625
152305,150.7669926,2.286447803e+13,80961875,537000,39.72483046,150.7669926,19038125
152309,150.7660615,2.286507792e+13,80961375,537000,39.72587376,150.7660615,19038625
152313,150.7651304,2.28656778e+13,80960875,537000,39.72691706,150.7651304,19039125
152317,150.7641993,2.286627769e+13,80960375,537000,39.72796035,150.7641993,19039625
152321,150.7632682,2.286687758e+13,80959875,537000,39.72900365,150.7632682,19040125
152325,150.7623371,2.286747746e+13,80959375,537000,39.73004695,150.7623371,19040625
152329,150.761406,2.286807735e+13,80958875,537000,39.73109025,150.761406,19041125
152333,150.7604749,2.286867723e+13,80958375,537000,39.73213354,150.7604749,19041625
152337,150.7595438,2.286927712e+13,80957875,537000,39.73317684,150.7595438,19042125
152341,150.7586127,2.286987701e+13,80957375,537000,39.73422014,150.7586127,19042625
152345,150.7576816,2.287047689e+13,80956875,537000,39.73526343,150.7576816,19043125
152349,150.7567505,2.287107678e+13,80956375,537000,39.73630673,150.7567505,19043625
152353,150.7558194,2.287167667e+13,80955875,537000,39.73735003,150.7558194,19044125
152357,150.7548883,2.287227655e+13,80955375,537000,39.73839332,150.7548883,19044625
152361,150.7539572,2.287287644e+13,80954875,537000,39.73943662,150.7539572,19045125
152365,150.7530261,2.287347632e+13,80954375,537000,39.74047992,150.7530261,19045625
152369,150.752095,2.287407621e+13,80953875,537000,39.74152321,150.752095,19046125
152373,150.7511639,2.28746761e+13,80953375,537000,39.74256651,150.7511639,19046625
152377,150.7502328,2.287527598e+13,80952875,537000,39.74360981,150.7502328,19047125
152381,150.7493017,2.287587587e+13,80952375,537000,39.7446531,150.7493017,19047625
152385,150.7483706,2.287647575e+13,80951875,537000,39.7456964,150.7483706,19048125
152389,150.7474395,2.287707564e+13,80951375,537000,39.7467397,150.7474395,19048625
152393,150.7465084,2.287767553e+13,80950875,537000,39.74778299,150.7465084,19049125
152397,150.7455773,2.287827541e+13,80950375,537000,39.74882629,150.7455773,19049625
152401,150.7446462,2.28788753e+13,80949875,537000,39.74986959,150.7446462,19050125
152405,150.7437151,2.287947519e+13,80949375,537000,39.75091288,150.7437151,19050625
152409,150.742784,2.288007507e+13,80948875,537000,39.75195618,150.742784,19051125
152413,150.7418529,2.288067496e+13,80948375,537000,39.75299948,150.7418529,19051625
152417,150.7409218,2.288127484e+13,80947875,537000,39.75404278,150.7409218,19052125
152421,150.7399907,2.288187473e+13,80947375,537000,39.75508607,150.7399907,19052625
152425,150.7390596,2.288247462e+13,80946875,537000,39.75612937,150.7390596,19053125
152429,150.7381285,2.28830745e+13,80946375,537000,39.75717267,150.7381285,19053625
152433,150.7371974,2.288367439e+13,80945875,537000,39.75821596,150.7371974,19054125
152437,150.7362663,2.288427428e+13,80945375,537000,39.75925926,150.7362663,19054625
152441,150.7353352,2.288487416e+13,80944875,537000,39.76030256,150.7353352,19055125
152445,150.7344041,2.288547405e+13,80944375,537000,39.76134585,150.7344041,19055625
152449,150.733473,2.288607393e+13,80943875,537000,39.76238915,150.733473,19056125
152453,150.7325419,2.288667382e+13,80943375,537000,39.76343245,150.7325419,19056625
152457,150.7316108,2.288727371e+13,80942875,537000,39.76447574,150.7316108,19057125
152461,150.7306797,2.288787359e+13,80942375,537000,39.76551904,150.7306797,19057625
152465,150.7297486,2.288847348e+13,80941875,537000,39.76656234,150.7297486,19058125
152469,150.7288175,2.288907336e+13,80941375,537000,39.76760563,150.7288175,19058625
152473,150.7278864,2.288967325e+13,80940875,537000,39.76864893,150.7278864,19059125
152477,150.7269553,2.289027314e+13,80940375,537000,39.76969223,150.7269553,19059625
152481,150.7260242,2.289087302e+13,80939875,537000,39.77073552,150.7260242,19060125
152485,150.7250931,2.289147291e+13,80939375,537000,39.77177882,150.7250931,19060625
152489,150.724162,2.28920728e+13,80938875,537000,39.77282212,150.724162,19061125
152493,150.7232309,2.289267268e+13,80938375,537000,39.77386541,150.7232309,19061625
152497,150.7222998,2.289327257e+13,80937875,537000,39.77490871,150.7222998,19062125
152501,150.7213687,2.289387245e+13,80937375,537000,39.77595201,150.7213687,19062625
152505,150.7204376,2.289447234e+13,80936875,537000,39.77699531,150.7204376,19063125
152509,150.7195065,2.289507223e+13,80936375,537000,39.7780386,150.7195065,19063625
152513,150.7185754,2.289567211e+13,80935875,537000,39.7790819,150.7185754,19064125
152517,150.7176443,2.2896272e+13,80935375,537000,39.7801252,150.7176443,19064625
152521,150.7167132,2.289687189e+13,80934875,537000,39.78116849,150.7167132,19065125
152525,150.7157821,2.289747177e+13,80934375,537000,39.78221179,150.7157821,19065625
152529,150.714851,2.289807166e+13,80933875,537000,39.78325509,150.714851,19066125
152533,150.7139199,2.289867154e+13,80933375,537000,39.78429838,150.7139199,19066625
152537,150.7129888,2.289927143e+13,80932875,537000,39.78534168,150.7129888,19067125
152541,150.7120577,2.289987132e+13,80932375,537000,39.78638498,150.7120577,19067625
152545,150.7111266,2.29004712e+13,80931875,537000,39.78742827,150.7111266,19068125
152549,150.7101955,2.290107109e+13,80931375,537000,39.78847157,150.7101955,19068625
152553,150.7092644,2.290167097e+13,80930875,537000,39.78951487,150.7092644,19069125
152557,150.7083333,2.290227086e+13,80930375,537000,39.79055816,150.7083333,19069625
152561,150.7074022,2.290287075e+13,80929875,537000,39.79160146,150.7074022,19070125
152565,150.7064711,2.290347063e+13,80929375,537000,39.79264476,150.7064711,19070625
152569,150.70554,2.290407052e+13,80928875,537000,39.79368805,150.70554,19071125
152573,150.7046089,2.290467041e+13,80928375,537000,39.79473135,150.7046089,19071625
152577,150.7036778,2.290527029e+13,80927875,537000,39.79577465,150.7036778,19072125
152581,150.7027467,2.290587018e+13,80927375,537000,39.79681794,150.7027467,19072625
152585,150.7018156,2.290647006e+13,80926875,537000,39.79786124,150.7018156,19073125
152589,150.7008845,2.290706995e+13,80926375,537000,39.79890454,150.7008845,19073625
152593,150.6999534,2.290766984e+13,80925875,537000,39.79994784,150.6999534,19074125
152597,150.6990223,2.290826972e+13,80925375,537000,39.80099113,150.6990223,19074625
152601,150.6980912,2.290886961e+13,80924875,537000,39.80203443,150.6980912,19075125
152605,150.6971601,2.29094695e+13,80924375,537000,39.80307773,150.6971601,19075625
152609,150.6962291,2.291006938e+13,80923875,537000,39.80412102,150.6962291,19076125
152613,150.695298,2.291066927e+13,80923375,537000,39.80516432,150.695298,19076625
152617,150.6943669,2.291126915e+13,80922875,537000,39.80620762,150.6943669,19077125
152621,150.6934358,2.291186904e+13,80922375,537000,39.80725091,150.6934358,19077625
152625,150.6925047,2.291246893e+13,80921875,537000,39.80829421,150.6925047,19078125
152629,150.6915736,2.291306881e+13,80921375,537000,39.80933751,150.6915736,19078625
152633,150.6906425,2.29136687e+13,80920875,537000,39.8103808,150.6906425,19079125
152637,150.6897114,2.291426858e+13,80920375,537000,39.8114241,150.6897114,19079625
152641,150.6887803,2.291486847e+13,80919875,537000,39.8124674,150.6887803,19080125
152645,150.6878492,2.291546836e+13,80919375,537000,39.81351069,150.6878492,19080625
152649,150.6869181,2.291606824e+13,80918875,537000,39.81455399,150.6869181,19081125
152653,150.685987,2.291666813e+13,80918375,537000,39.81559729,150.685987,19081625
152657,150.6850559,2.291726802e+13,80917875,537000,39.81664058,150.6850559,19082125
152661,150.6841248,2.29178679e+13,80917375,537000,39.81768388,150.6841248,19082625
152665,150.6831937,2.291846779e+13,80916875,537000,39.81872718,150.6831937,19083125
152669,150.6822626,2.291906767e+13,80916375,537000,39.81977047,150.6822626,19083625
152673,150.6813315,2.291966756e+13,80915875,537000,39.82081377,150.6813315,19084125
152677,150.6804004,2.292026745e+13,80915375,537000,39.82185707,150.6804004,19084625
152681,150.6794693,2.292086733e+13,80914875,537000,39.82290037,150.6794693,19085125
152685,150.6785382,2.292146722e+13,80914375,537000,39.82394366,150.6785382,19085625
152689,150.6776071,2.292206711e+13,80913875,537000,39.82498696,150.6776071,19086125
152693,150.676676,2.292266699e+13,80913375,537000,39.82603026,150.676676,19086625
152697,150.6757449,2.292326688e+13,80912875,537000,39.82707355,150.6757449,19087125
152701,150.6748138,2.292386676e+13,80912375,537000,39.82811685,150.6748138,19087625
152705,150.6738827,2.292446665e+13,80911875,537000,39.82916015,150.6738827,19088125
152709,150.6729516,2.292506654e+13,80911375,537000,39.83020344,150.6729516,19088625
152713,150.6720205,2.292566642e+13,80910875,537000,39.83124674,150.6720205,19089125
152717,150.6710894,2.292626631e+13,80910375,537000,39.83229004,150.6710894,19089625
152721,150.6701583,2.292686619e+13,80909875,537000,39.83333333,150.6701583,19090125
152725,150.6692272,2.292746608e+13,80909375,537000,39.83437663,150.6692272,19090625
152729,150.6682961,2.292806597e+13,80908875,537000,39.83541993,150.6682961,19091125
152733,150.667365,2.292866585e+13,80908375,537000,39.83646322,150.667365,19091625
152737,150.6664339,2.292926574e+13,80907875,537000,39.83750652,150.6664339,19092125
152741,150.6655028,2.292986563e+13,80907375,537000,39.83854982,150.6655028,19092625
152745,150.6645717,2.293046551e+13,80906875,537000,39.83959311,150.6645717,19093125
152749,150.6636406,2.29310654e+13,80906375,537000,39.84063641,150.6636406,19093625
152753,150.6627095,2.293166528e+13,80905875,537000,39.84167971,150.6627095,19094125
152757,150.6617784,2.293226517e+13,80905375,537000,39.842723,150.6617784,19094625
152761,150.6608473,2.293286506e+13,80904875,537000,39.8437663,150.6608473,19095125
152765,150.6599162,2.293346494e+13,80904375,537000,39.8448096,150.6599162,19095625
152769,150.6589851,2.293406483e+13,80903875,537000,39.8458529,150.6589851,19096125
152773,150.658054,2.293466472e+13,80903375,537000,39.84689619,150.658054,19096625
152777,150.6571229,2.29352646e+13,80902875,537000,39.84793949,150.6571229,19097125
152781,150.6561918,2.293586449e+13,80902375,537000,39.84898279,150.6561918,19097625
152785,150.6552607,2.293646437e+13,80901875,537000,39.85002608,150.6552607,19098125
152789,150.6543296,2.293706426e+13,80901375,537000,39.85106938,150.6543296,19098625
152793,150.6533985,2.293766415e+13,80900875,537000,39.85211268,150.6533985,19099125
152797,150.6524674,2.293826403e+13,80900375,537000,39.85315597,150.6524674,19099625
152801,150.6515363,2.293886392e+13,80899875,537000,39.85419927,150.6515363,19100125
152805,150.6506052,2.293946381e+13,80899375,537000,39.85524257,150.6506052,19100625
152809,150.6496741,2.294006369e+13,80898875,537000,39.85628586,150.6496741,19101125
152813,150.648743,2.294066358e+13,80898375,537000,39.85732916,150.648743,19101625
152817,150.6478119,2.294126346e+13,80897875,537000,39.85837246,150.6478119,19102125
152821,150.6468808,2.294186335e+13,80897375,537000,39.85941575,150.6468808,19102625
152825,150.6459497,2.294246324e+13,80896875,537000,39.86045905,150.6459497,19103125
152829,150.6450186,2.294306312e+13,80896375,537000,39.86150235,150.6450186,19103625
152833,150.6440875,2.294366301e+13,80895875,537000,39.86254564,150.6440875,19104125
152837,150.6431564,2.294426289e+13,80895375,537000,39.86358894,150.6431564,19104625
152841,150.6422253,2.294486278e+13,80894875,537000,39.86463224,150.6422253,19105125
152845,150.6412942,2.294546267e+13,80894375,537000,39.86567553,150.6412942,19105625
152849,150.6403631,2.294606255e+13,80893875,537000,39.86671883,150.6403631,19106125
152853,150.639432,2.294666244e+13,80893375,537000,39.86776213,150.639432,19106625
152857,150.6385009,2.294726233e+13,80892875,537000,39.86880543,150.6385009,19107125
152861,150.6375698,2.294786221e+13,80892375,537000,39.86984872,150.6375698,19107625
152865,150.6366387,2.29484621e+13,80891875,537000,39.87089202,150.6366387,19108125
152869,150.6357076,2.294906198e+13,80891375,537000,39.87193532,150.6357076,19108625
152873,150.6347765,2.294966187e+13,80890875,537000,39.87297861,150.6347765,19109125
152877,150.6338454,2.295026176e+13,80890375,537000,39.87402191,150.6338454,19109625
152881,150.6329143,2.295086164e+13,80889875,537000,39.87506521,150.6329143,19110125
152885,150.6319832,2.295146153e+13,80889375,537000,39.8761085,150.6319832,19110625
152889,150.6310521,2.295206142e+13,80888875,537000,39.8771518,150.6310521,19111125
152893,150.630121,2.29526613e+13,80888375,537000,39.8781951,150.630121,19111625
152897,150.6291899,2.295326119e+13,80887875,537000,39.87923839,150.6291899,19112125
152901,150.6282588,2.295386107e+13,80887375,537000,39.88028169,150.6282588,19112625
152905,150.6273277,2.295446096e+13,80886875,537000,39.88132499,150.6273277,19113125
152909,150.6263966,2.295506085e+13,80886375,537000,39.88236828,150.6263966,19113625
152913,150.6254655,2.295566073e+13,80885875,537000,39.88341158,150.6254655,19114125
152917,150.6245345,2.295626062e+13,80885375,537000,39.88445488,150.6245345,19114625
152921,150.6236034,2.29568605e+13,80884875,537000,39.88549817,150.6236034,19115125
152925,150.6226723,2.295746039e+13,80884375,537000,39.88654147,150.6226723,19115625
152929,150.6217412,2.295806028e+13,80883875,537000,39.88758477,150.6217412,19116125
152933,150.6208101,2.295866016e+13,80883375,537000,39.88862806,150.6208101,19116625
152937,150.619879,2.295926005e+13,80882875,537000,39.88967136,150.619879,19117125
152941,150.6189479,2.295985994e+13,80882375,537000,39.89071466,150.6189479,19117625
152945,150.6180168,2.296045982e+13,80881875,537000,39.89175796,150.6180168,19118125
152949,150.6170857,2.296105971e+13,80881375,537000,39.89280125,150.6170857,19118625
152953,150.6161546,2.296165959e+13,80880875,537000,39.89384455,150.6161546,19119125
152957,150.6152235,2.296225948e+13,80880375,537000,39.89488785,150.6152235,19119625
152961,150.6142924,2.296285937e+13,80879875,537000,39.89593114,150.6142924,19120125
152965,150.6133613,2.296345925e+13,80879375,537000,39.89697444,150.6133613,19120625
152969,150.6124302,2.296405914e+13,80878875,537000,39.89801774,150.6124302,19121125
152973,150.6114991,2.296465903e+13,80878375,537000,39.89906103,150.6114991,19121625
152977,150.610568,2.296525891e+13,80877875,537000,39.90010433,150.610568,19122125
152981,150.6096369,2.29658588e+13,80877375,537000,39.90114763,150.6096369,19122625
152985,150.6087058,2.296645868e+13,80876875,537000,39.90219092,150.6087058,19123125
152989,150.6077747,2.296705857e+13,80876375,537000,39.90323422,150.6077747,19123625
152993,150.6068436,2.296765846e+13,80875875,537000,39.90427752,150.6068436,19124125
152997,150.6059125,2.296825834e+13,80875375,537000,39.90532081,150.6059125,19124625
153001,150.6049814,2.296885823e+13,80874875,537000,39.90636411,150.6049814,19125125
153005,150.6040503,2.296945811e+13,80874375,537000,39.90740741,150.6040503,19125625
153009,150.6031192,2.2970058e+13,80873875,537000,39.9084507,150.6031192,19126125
153013,150.6021881,2.297065789e+13,80873375,537000,39.909494,150.6021881,19126625
153017,150.601257,2.297125777e+13,80872875,537000,39.9105373,150.601257,19127125
153021,150.6003259,2.297185766e+13,80872375,537000,39.91158059,150.6003259,19127625
153025,150.5993948,2.297245755e+13,80871875,537000,39.91262389,150.5993948,19128125
153029,150.5984637,2.297305743e+13,80871375,537000,39.91366719,150.5984637,19128625
153033,150.5975326,2.297365732e+13,80870875,537000,39.91471049,150.5975326,19129125
153037,150.5966015,2.29742572e+13,80870375,537000,39.91575378,150.5966015,19129625
153041,150.5956704,2.297485709e+13,80869875,537000,39.91679708,150.5956704,19130125
153045,150.5947393,2.297545698e+13,80869375,537000,39.91784038,150.5947393,19130625
153049,150.5938082,2.297605686e+13,80868875,537000,39.91888367,150.5938082,19131125
153053,150.5928771,2.297665675e+13,80868375,537000,39.91992697,150.5928771,19131625
153057,150.591946,2.297725664e+13,80867875,537000,39.92097027,150.591946,19132125
153061,150.5910149,2.297785652e+13,80867375,537000,39.92201356,150.5910149,19132625
153065,150.5900838,2.297845641e+13,80866875,537000,39.92305686,150.5900838,19133125
153069,150.5891527,2.297905629e+13,80866375,537000,39.92410016,150.5891527,19133625
153073,150.5882216,2.297965618e+13,80865875,537000,39.92514345,150.5882216,19134125
153077,150.5872905,2.298025607e+13,80865375,537000,39.92618675,150.5872905,19134625
153081,150.5863594,2.298085595e+13,80864875,537000,39.92723005,150.5863594,19135125
153085,150.5854283,2.298145584e+13,80864375,537000,39.92827334,150.5854283,19135625
153089,150.5844972,2.298205572e+13,80863875,537000,39.92931664,150.5844972,19136125
153093,150.5835661,2.298265561e+13,80863375,537000,39.93035994,150.5835661,19136625
153097,150.582635,2.29832555e+13,80862875,537000,39.93140323,150.582635,19137125
153101,150.5817039,2.298385538e+13,80862375,537000,39.93244653,150.5817039,19137625
153105,150.5807728,2.298445527e+13,80861875,537000,39.93348983,150.5807728,19138125
153109,150.5798417,2.298505516e+13,80861375,537000,39.93453312,150.5798417,19138625
153113,150.5789106,2.298565504e+13,80860875,537000,39.93557642,150.5789106,19139125
153117,150.5779795,2.298625493e+13,80860375,537000,39.93661972,150.5779795,19139625
153121,150.5770484,2.298685481e+13,80859875,537000,39.93766302,150.5770484,19140125
153125,150.5761173,2.29874547e+13,80859375,537000,39.93870631,150.5761173,19140625
153129,150.5751862,2.298805459e+13,80858875,537000,39.93974961,150.5751862,19141125
153133,150.5742551,2.298865447e+13,80858375,537000,39.94079291,150.5742551,19141625
153137,150.573324,2.298925436e+13,80857875,537000,39.9418362,150.573324,19142125
153141,150.5723929,2.298985425e+13,80857375,537000,39.9428795,150.5723929,19142625
153145,150.5714618,2.299045413e+13,80856875,537000,39.9439228,150.5714618,19143125
153149,150.5705307,2.299105402e+13,80856375,537000,39.94496609,150.5705307,19143625
153153,150.5695996,2.29916539e+13,80855875,537000,39.94600939,150.5695996,19144125
153157,150.5686685,2.299225379e+13,80855375,537000,39.94705269,150.5686685,19144625
153161,150.5677374,2.299285368e+13,80854875,537000,39.94809598,150.5677374,19145125
153165,150.5668063,2.299345356e+13,80854375,537000,39.94913928,150.5668063,19145625
153169,150.5658752,2.299405345e+13,80853875,537000,39.95018258,150.5658752,19146125
153173,150.5649441,2.299465333e+13,80853375,537000,39.95122587,150.5649441,19146625
153177,150.564013,2.299525322e+13,80852875,537000,39.95226917,150.564013,19147125
153181,150.5630819,2.299585311e+13,80852375,537000,39.95331247,150.5630819,19147625
153185,150.5621508,2.299645299e+13,80851875,537000,39.95435576,150.5621508,19148125
153189,150.5612197,2.299705288e+13,80851375,537000,39.95539906,150.5612197,19148625
153193,150.5602886,2.299765277e+13,80850875,537000,39.95644236,150.5602886,19149125
153197,150.5593575,2.299825265e+13,80850375,537000,39.95748565,150.5593575,19149625
153201,150.5584264,2.299885254e+13,80849875,537000,39.95852895,150.5584264,19150125
153205,150.5574953,2.299945242e+13,80849375,537000,39.95957225,150.5574953,19150625
153209,150.5565642,2.300005231e+13,80848875,537000,39.96061555,150.5565642,19151125
153213,150.5556331,2.30006522e+13,80848375,537000,39.96165884,150.5556331,19151625
