N_Rock,T,C,M_SE,R,T_deploy,T_remain,M_direct
241631,129.974162,3.626083655e+13,69796125,537000,63.02321335,129.974162,30203875
241635,129.9732309,3.626143644e+13,69795625,537000,63.02425665,129.9732309,30204375
241639,129.9722998,3.626203633e+13,69795125,537000,63.02529995,129.9722998,30204875
241643,129.9713687,3.626263621e+13,69794625,537000,63.02634324,129.9713687,30205375
241647,129.9704376,3.62632361e+13,69794125,537000,63.02738654,129.9704376,30205875
241651,129.9695065,3.626383598e+13,69793625,537000,63.02842984,129.9695065,30206375
241655,129.9685754,3.626443587e+13,69793125,537000,63.02947314,129.9685754,30206875
241659,129.9676443,3.626503576e+13,69792625,537000,63.03051643,129.9676443,30207375
241663,129.9667132,3.626563564e+13,69792125,537000,63.03155973,129.9667132,30207875
241667,129.9657821,3.626623553e+13,69791625,537000,63.03260303,129.9657821,30208375
241671,129.964851,3.626683542e+13,69791125,537000,63.03364632,129.964851,30208875
241675,129.9639199,3.62674353e+13,69790625,537000,63.03468962,129.9639199,30209375
241679,129.9629888,3.626803519e+13,69790125,537000,63.03573292,129.9629888,30209875
241683,129.9620577,3.626863507e+13,69789625,537000,63.03677621,129.9620577,30210375
241687,129.9611266,3.626923496e+13,69789125,537000,63.03781951,129.9611266,30210875
241691,129.9601955,3.626983485e+13,69788625,537000,63.03886281,129.9601955,30211375
241695,129.9592644,3.627043473e+13,69788125,537000,63.0399061,129.9592644,30211875
241699,129.9583333,3.627103462e+13,69787625,537000,63.0409494,129.9583333,30212375
241703,129.9574022,3.62716345e+13,69787125,537000,63.0419927,129.9574022,30212875
241707,129.9564711,3.627223439e+13,69786625,537000,63.04303599,129.9564711,30213375
241711,129.95554,3.627283428e+13,69786125,537000,63.04407929,129.95554,30213875
241715,129.9546089,3.627343416e+13,69785625,537000,63.04512259,129.9546089,30214375
241719,129.9536778,3.627403405e+13,69785125,537000,63.04616588,129.9536778,30214875
241723,129.9527467,3.627463394e+13,69784625,537000,63.04720918,129.9527467,30215375
241727,129.9518156,3.627523382e+13,69784125,537000,63.04825248,129.9518156,30215875
241731,129.9508845,3.627583371e+13,69783625,537000,63.04929577,129.9508845,30216375
241735,129.9499534,3.627643359e+13,69783125,537000,63.05033907,129.9499534,30216875
241739,129.9490223,3.627703348e+13,69782625,537000,63.05138237,129.9490223,30217375
241743,129.9480912,3.627763337e+13,69782125,537000,63.05242567,129.9480912,30217875
241747,129.9471601,3.627823325e+13,69781625,537000,63.05346896,129.9471601,30218375
241751,129.9462291,3.627883314e+13,69781125,537000,63.05451226,129.9462291,30218875
241755,129.945298,3.627943303e+13,69780625,537000,63.05555556,129.945298,30219375
241759,129.9443669,3.628003291e+13,69780125,537000,63.05659885,129.9443669,30219875
241763,129.9434358,3.62806328e+13,69779625,537000,63.05764215,129.9434358,30220375
241767,129.9425047,3.628123268e+13,69779125,537000,63.05868545,129.9425047,30220875
241771,129.9415736,3.628183257e+13,69778625,537000,63.05972874,129.9415736,30221375
241775,129.9406425,3.628243246e+13,69778125,537000,63.06077204,129.9406425,30221875
241779,129.9397114,3.628303234e+13,69777625,537000,63.06181534,129.9397114,30222375
241783,129.9387803,3.628363223e+13,69777125,537000,63.06285863,129.9387803,30222875
241787,129.9378492,3.628423211e+13,69776625,537000,63.06390193,129.9378492,30223375
241791,129.9369181,3.6284832e+13,69776125,537000,63.06494523,129.9369181,30223875
241795,129.935987,3.628543189e+13,69775625,537000,63.06598852,129.935987,30224375
241799,129.9350559,3.628603177e+13,69775125,537000,63.06703182,129.9350559,30224875
241803,129.9341248,3.628663166e+13,69774625,537000,63.06807512,129.9341248,30225375
241807,129.9331937,3.628723155e+13,69774125,537000,63.06911841,129.9331937,30225875
241811,129.9322626,3.628783143e+13,69773625,537000,63.07016171,129.9322626,30226375
241815,129.9313315,3.628843132e+13,69773125,537000,63.07120501,129.9313315,30226875
241819,129.9304004,3.62890312e+13,69772625,537000,63.0722483,129.9304004,30227375
241823,129.9294693,3.628963109e+13,69772125,537000,63.0732916,129.9294693,30227875
241827,129.9285382,3.629023098e+13,69771625,537000,63.0743349,129.9285382,30228375
241831,129.9276071,3.629083086e+13,69771125,537000,63.0753782,129.9276071,30228875
241835,129.926676,3.629143075e+13,69770625,537000,63.07642149,129.926676,30229375
241839,129.9257449,3.629203064e+13,69770125,537000,63.07746479,129.9257449,30229875
241843,129.9248138,3.629263052e+13,69769625,537000,63.07850809,129.9248138,30230375
241847,129.9238827,3.629323041e+13,69769125,537000,63.07955138,129.9238827,30230875
241851,129.9229516,3.629383029e+13,69768625,537000,63.08059468,129.9229516,30231375
241855,129.9220205,3.629443018e+13,69768125,537000,63.08163798,129.9220205,30231875
241859,129.9210894,3.629503007e+13,69767625,537000,63.08268127,129.9210894,30232375
241863,129.9201583,3.629562995e+13,69767125,537000,63.08372457,129.9201583,30232875
241867,129.9192272,3.629622984e+13,69766625,537000,63.08476787,129.9192272,30233375
241871,129.9182961,3.629682972e+13,69766125,537000,63.08581116,129.9182961,30233875
241875,129.917365,3.629742961e+13,69765625,537000,63.08685446,129.917365,30234375
241879,129.9164339,3.62980295e+13,69765125,537000,63.08789776,129.9164339,30234875
241883,129.9155028,3.629862938e+13,69764625,537000,63.08894105,129.9155028,30235375
241887,129.9145717,3.629922927e+13,69764125,537000,63.08998435,129.9145717,30235875
241891,129.9136406,3.629982916e+13,69763625,537000,63.09102765,129.9136406,30236375
241895,129.9127095,3.630042904e+13,69763125,537000,63.09207094,129.9127095,30236875
241899,129.9117784,3.630102893e+13,69762625,537000,63.09311424,129.9117784,30237375
241903,129.9108473,3.630162881e+13,69762125,537000,63.09415754,129.9108473,30237875
241907,129.9099162,3.63022287e+13,69761625,537000,63.09520083,129.9099162,30238375
241911,129.9089851,3.630282859e+13,69761125,537000,63.09624413,129.9089851,30238875
241915,129.908054,3.630342847e+13,69760625,537000,63.09728743,129.908054,30239375
241919,129.9071229,3.630402836e+13,69760125,537000,63.09833073,129.9071229,30239875
241923,129.9061918,3.630462825e+13,69759625,537000,63.09937402,129.9061918,30240375
241927,129.9052607,3.630522813e+13,69759125,537000,63.10041732,129.9052607,30240875
241931,129.9043296,3.630582802e+13,69758625,537000,63.10146062,129.9043296,30241375
241935,129.9033985,3.63064279e+13,69758125,537000,63.10250391,129.9033985,30241875
241939,129.9024674,3.630702779e+13,69757625,537000,63.10354721,129.9024674,30242375
241943,129.9015363,3.630762768e+13,69757125,537000,63.10459051,129.9015363,30242875
241947,129.9006052,3.630822756e+13,69756625,537000,63.1056338,129.9006052,30243375
241951,129.8996741,3.630882745e+13,69756125,537000,63.1066771,129.8996741,30243875
241955,129.898743,3.630942734e+13,69755625,537000,63.1077204,129.898743,30244375
241959,129.8978119,3.631002722e+13,69755125,537000,63.10876369,129.8978119,30244875
241963,129.8968808,3.631062711e+13,69754625,537000,63.10980699,129.8968808,30245375
241967,129.8959497,3.631122699e+13,69754125,537000,63.11085029,129.8959497,30245875
241971,129.8950186,3.631182688e+13,69753625,537000,63.11189358,129.8950186,30246375
241975,129.8940875,3.631242677e+13,69753125,537000,63.11293688,129.8940875,30246875
241979,129.8931564,3.631302665e+13,69752625,537000,63.11398018,129.8931564,30247375
241983,129.8922253,3.631362654e+13,69752125,537000,63.11502347,129.8922253,30247875
241987,129.8912942,3.631422642e+13,69751625,537000,63.11606677,129.8912942,30248375
241991,129.8903631,3.631482631e+13,69751125,537000,63.11711007,129.8903631,30248875
241995,129.889432,3.63154262e+13,69750625,537000,63.11815336,129.889432,30249375
241999,129.8885009,3.631602608e+13,69750125,537000,63.11919666,129.8885009,30249875
242003,129.8875698,3.631662597e+13,69749625,537000,63.12023996,129.8875698,30250375
242007,129.8866387,3.631722586e+13,69749125,537000,63.12128326,129.8866387,30250875
242011,129.8857076,3.631782574e+13,69748625,537000,63.12232655,129.8857076,30251375
242015,129.8847765,3.631842563e+13,69748125,537000,63.12336985,129.8847765,30251875
242019,129.8838454,3.631902551e+13,69747625,537000,63.12441315,129.8838454,30252375
242023,129.8829143,3.63196254e+13,69747125,537000,63.12545644,129.8829143,30252875
242027,129.8819832,3.632022529e+13,69746625,537000,63.12649974,129.8819832,30253375
242031,129.8810521,3.632082517e+13,69746125,537000,63.12754304,129.8810521,30253875
242035,129.880121,3.632142506e+13,69745625,537000,63.12858633,129.880121,30254375
242039,129.8791899,3.632202495e+13,69745125,537000,63.12962963,129.8791899,30254875
242043,129.8782588,3.632262483e+13,69744625,537000,63.13067293,129.8782588,30255375
242047,129.8773277,3.632322472e+13,69744125,537000,63.13171622,129.8773277,30255875
242051,129.8763966,3.63238246e+13,69743625,537000,63.13275952,129.8763966,30256375
242055,129.8754655,3.632442449e+13,69743125,537000,63.13380282,129.8754655,30256875
242059,129.8745345,3.632502438e+13,69742625,537000,63.13484611,129.8745345,30257375
242063,129.8736034,3.632562426e+13,69742125,537000,63.13588941,129.8736034,30257875
242067,129.8726723,3.632622415e+13,69741625,537000,63.13693271,129.8726723,30258375
242071,129.8717412,3.632682403e+13,69741125,537000,63.137976,129.8717412,30258875
242075,129.8708101,3.632742392e+13,69740625,537000,63.1390193,129.8708101,30259375
242079,129.869879,3.632802381e+13,69740125,537000,63.1400626,129.869879,30259875
242083,129.8689479,3.632862369e+13,69739625,537000,63.14110589,129.8689479,30260375
242087,129.8680168,3.632922358e+13,69739125,537000,63.14214919,129.8680168,30260875
242091,129.8670857,3.632982347e+13,69738625,537000,63.14319249,129.8670857,30261375
242095,129.8661546,3.633042335e+13,69738125,537000,63.14423579,129.8661546,30261875
242099,129.8652235,3.633102324e+13,69737625,537000,63.14527908,129.8652235,30262375
242103,129.8642924,3.633162312e+13,69737125,537000,63.14632238,129.8642924,30262875
242107,129.8633613,3.633222301e+13,69736625,537000,63.14736568,129.8633613,30263375
242111,129.8624302,3.63328229e+13,69736125,537000,63.14840897,129.8624302,30263875
242115,129.8614991,3.633342278e+13,69735625,537000,63.14945227,129.8614991,30264375
242119,129.860568,3.633402267e+13,69735125,537000,63.15049557,129.860568,30264875
242123,129.8596369,3.633462256e+13,69734625,537000,63.15153886,129.8596369,30265375
242127,129.8587058,3.633522244e+13,69734125,537000,63.15258216,129.8587058,30265875
242131,129.8577747,3.633582233e+13,69733625,537000,63.15362546,129.8577747,30266375
242135,129.8568436,3.633642221e+13,69733125,537000,63.15466875,129.8568436,30266875
242139,129.8559125,3.63370221e+13,69732625,537000,63.15571205,129.8559125,30267375
242143,129.8549814,3.633762199e+13,69732125,537000,63.15675535,129.8549814,30267875
242147,129.8540503,3.633822187e+13,69731625,537000,63.15779864,129.8540503,30268375
242151,129.8531192,3.633882176e+13,69731125,537000,63.15884194,129.8531192,30268875
242155,129.8521881,3.633942164e+13,69730625,537000,63.15988524,129.8521881,30269375
242159,129.851257,3.634002153e+13,69730125,537000,63.16092853,129.851257,30269875
242163,129.8503259,3.634062142e+13,69729625,537000,63.16197183,129.8503259,30270375
242167,129.8493948,3.63412213e+13,69729125,537000,63.16301513,129.8493948,30270875
242171,129.8484637,3.634182119e+13,69728625,537000,63.16405842,129.8484637,30271375
242175,129.8475326,3.634242108e+13,69728125,537000,63.16510172,129.8475326,30271875
242179,129.8466015,3.634302096e+13,69727625,537000,63.16614502,129.8466015,30272375
242183,129.8456704,3.634362085e+13,69727125,537000,63.16718832,129.8456704,30272875
242187,129.8447393,3.634422073e+13,69726625,537000,63.16823161,129.8447393,30273375
242191,129.8438082,3.634482062e+13,69726125,537000,63.16927491,129.8438082,30273875
242195,129.8428771,3.634542051e+13,69725625,537000,63.17031821,129.8428771,30274375
242199,129.841946,3.634602039e+13,69725125,537000,63.1713615,129.841946,30274875
242203,129.8410149,3.634662028e+13,69724625,537000,63.1724048,129.8410149,30275375
242207,129.8400838,3.634722017e+13,69724125,537000,63.1734481,129.8400838,30275875
242211,129.8391527,3.634782005e+13,69723625,537000,63.17449139,129.8391527,30276375
242215,129.8382216,3.634841994e+13,69723125,537000,63.17553469,129.8382216,30276875
242219,129.8372905,3.634901982e+13,69722625,537000,63.17657799,129.8372905,30277375
242223,129.8363594,3.634961971e+13,69722125,537000,63.17762128,129.8363594,30277875
242227,129.8354283,3.63502196e+13,69721625,537000,63.17866458,129.8354283,30278375
242231,129.8344972,3.635081948e+13,69721125,537000,63.17970788,129.8344972,30278875
242235,129.8335661,3.635141937e+13,69720625,537000,63.18075117,129.8335661,30279375
242239,129.832635,3.635201925e+13,69720125,537000,63.18179447,129.832635,30279875
242243,129.8317039,3.635261914e+13,69719625,537000,63.18283777,129.8317039,30280375
242247,129.8307728,3.635321903e+13,69719125,537000,63.18388106,129.8307728,30280875
242251,129.8298417,3.635381891e+13,69718625,537000,63.18492436,129.8298417,30281375
242255,129.8289106,3.63544188e+13,69718125,537000,63.18596766,129.8289106,30281875
242259,129.8279795,3.635501869e+13,69717625,537000,63.18701095,129.8279795,30282375
242263,129.8270484,3.635561857e+13,69717125,537000,63.18805425,129.8270484,30282875
242267,129.8261173,3.635621846e+13,69716625,537000,63.18909755,129.8261173,30283375
242271,129.8251862,3.635681834e+13,69716125,537000,63.19014085,129.8251862,30283875
242275,129.8242551,3.635741823e+13,69715625,537000,63.19118414,129.8242551,30284375
242279,129.823324,3.635801812e+13,69715125,537000,63.19222744,129.823324,30284875
242283,129.8223929,3.6358618e+13,69714625,537000,63.19327074,129.8223929,30285375
242287,129.8214618,3.635921789e+13,69714125,537000,63.19431403,129.8214618,30285875
242291,129.8205307,3.635981778e+13,69713625,537000,63.19535733,129.8205307,30286375
242295,129.8195996,3.636041766e+13,69713125,537000,63.19640063,129.8195996,30286875
242299,129.8186685,3.636101755e+13,69712625,537000,63.19744392,129.8186685,30287375
242303,129.8177374,3.636161743e+13,69712125,537000,63.19848722,129.8177374,30287875
242307,129.8168063,3.636221732e+13,69711625,537000,63.19953052,129.8168063,30288375
242311,129.8158752,3.636281721e+13,69711125,537000,63.20057381,129.8158752,30288875
242315,129.8149441,3.636341709e+13,69710625,537000,63.20161711,129.8149441,30289375
242319,129.814013,3.636401698e+13,69710125,537000,63.20266041,129.814013,30289875
242323,129.8130819,3.636461686e+13,69709625,537000,63.2037037,129.8130819,30290375
242327,129.8121508,3.636521675e+13,69709125,537000,63.204747,129.8121508,30290875
242331,129.8112197,3.636581664e+13,69708625,537000,63.2057903,129.8112197,30291375
242335,129.8102886,3.636641652e+13,69708125,537000,63.20683359,129.8102886,30291875
242339,129.8093575,3.636701641e+13,69707625,537000,63.20787689,129.8093575,30292375
242343,129.8084264,3.63676163e+13,69707125,537000,63.20892019,129.8084264,30292875
242347,129.8074953,3.636821618e+13,69706625,537000,63.20996348,129.8074953,30293375
242351,129.8065642,3.636881607e+13,69706125,537000,63.21100678,129.8065642,30293875
242355,129.8056331,3.636941595e+13,69705625,537000,63.21205008,129.8056331,30294375
242359,129.804702,3.637001584e+13,69705125,537000,63.21309338,129.804702,30294875
242363,129.8037709,3.637061573e+13,69704625,537000,63.21413667,129.8037709,30295375
242367,129.8028399,3.637121561e+13,69704125,537000,63.21517997,129.8028399,30295875
242371,129.8019088,3.63718155e+13,69703625,537000,63.21622327,129.8019088,30296375
242375,129.8009777,3.637241539e+13,69703125,537000,63.21726656,129.8009777,30296875
242379,129.8000466,3.637301527e+13,69702625,537000,63.21830986,129.8000466,30297375
242383,129.7991155,3.637361516e+13,69702125,537000,63.21935316,129.7991155,30297875
242387,129.7981844,3.637421504e+13,69701625,537000,63.22039645,129.7981844,30298375
242391,129.7972533,3.637481493e+13,69701125,537000,63.22143975,129.7972533,30298875
242395,129.7963222,3.637541482e+13,69700625,537000,63.22248305,129.7963222,30299375
242399,129.7953911,3.63760147e+13,69700125,537000,63.22352634,129.7953911,30299875
242403,129.79446,3.637661459e+13,69699625,537000,63.22456964,129.79446,30300375
242407,129.7935289,3.637721447e+13,69699125,537000,63.22561294,129.7935289,30300875
242411,129.7925978,3.637781436e+13,69698625,537000,63.22665623,129.7925978,30301375
242415,129.7916667,3.637841425e+13,69698125,537000,63.22769953,129.7916667,30301875
242419,129.7907356,3.637901413e+13,69697625,537000,63.22874283,129.7907356,30302375
242423,129.7898045,3.637961402e+13,69697125,537000,63.22978612,129.7898045,30302875
242427,129.7888734,3.638021391e+13,69696625,537000,63.23082942,129.7888734,30303375
242431,129.7879423,3.638081379e+13,69696125,537000,63.23187272,129.7879423,30303875
242435,129.7870112,3.638141368e+13,69695625,537000,63.23291601,129.7870112,30304375
242439,129.7860801,3.638201356e+13,69695125,537000,63.23395931,129.7860801,30304875
242443,129.785149,3.638261345e+13,69694625,537000,63.23500261,129.785149,30305375
242447,129.7842179,3.638321334e+13,69694125,537000,63.23604591,129.7842179,30305875
242451,129.7832868,3.638381322e+13,69693625,537000,63.2370892,129.7832868,30306375
242455,129.7823557,3.638441311e+13,69693125,537000,63.2381325,129.7823557,30306875
242459,129.7814246,3.6385013e+13,69692625,537000,63.2391758,129.7814246,30307375
242463,129.7804935,3.638561288e+13,69692125,537000,63.24021909,129.7804935,30307875
242467,129.7795624,3.638621277e+13,69691625,537000,63.24126239,129.7795624,30308375
242471,129.7786313,3.638681265e+13,69691125,537000,63.24230569,129.7786313,30308875
242475,129.7777002,3.638741254e+13,69690625,537000,63.24334898,129.7777002,30309375
242479,129.7767691,3.638801243e+13,69690125,537000,63.24439228,129.7767691,30309875
242483,129.775838,3.638861231e+13,69689625,537000,63.24543558,129.775838,30310375
242487,129.7749069,3.63892122e+13,69689125,537000,63.24647887,129.7749069,30310875
242491,129.7739758,3.638981208e+13,69688625,537000,63.24752217,129.7739758,30311375
242495,129.7730447,3.639041197e+13,69688125,537000,63.24856547,129.7730447,30311875
242499,129.7721136,3.639101186e+13,69687625,537000,63.24960876,129.7721136,30312375
242503,129.7711825,3.639161174e+13,69687125,537000,63.25065206,129.7711825,30312875
242507,129.7702514,3.639221163e+13,69686625,537000,63.25169536,129.7702514,30313375
242511,129.7693203,3.639281152e+13,69686125,537000,63.25273865,129.7693203,30313875
242515,129.7683892,3.63934114e+13,69685625,537000,63.25378195,129.7683892,30314375
242519,129.7674581,3.639401129e+13,69685125,537000,63.25482525,129.7674581,30314875
242523,129.766527,3.639461117e+13,69684625,537000,63.25586854,129.766527,30315375
242527,129.7655959,3.639521106e+13,69684125,537000,63.25691184,129.7655959,30315875
242531,129.7646648,3.639581095e+13,69683625,537000,63.25795514,129.7646648,30316375
242535,129.7637337,3.639641083e+13,69683125,537000,63.25899844,129.7637337,30316875
242539,129.7628026,3.639701072e+13,69682625,537000,63.26004173,129.7628026,30317375
242543,129.7618715,3.639761061e+13,69682125,537000,63.26108503,129.7618715,30317875
242547,129.7609404,3.639821049e+13,69681625,537000,63.26212833,129.7609404,30318375
242551,129.7600093,3.639881038e+13,69681125,537000,63.26317162,129.7600093,30318875
242555,129.7590782,3.639941026e+13,69680625,537000,63.26421492,129.7590782,30319375
242559,129.7581471,3.640001015e+13,69680125,537000,63.26525822,129.7581471,30319875
242563,129.757216,3.640061004e+13,69679625,537000,63.26630151,129.757216,30320375
242567,129.7562849,3.640120992e+13,69679125,537000,63.26734481,129.7562849,30320875
242571,129.7553538,3.640180981e+13,69678625,537000,63.26838811,129.7553538,30321375
242575,129.7544227,3.640240969e+13,69678125,537000,63.2694314,129.7544227,30321875
242579,129.7534916,3.640300958e+13,69677625,537000,63.2704747,129.7534916,30322375
242583,129.7525605,3.640360947e+13,69677125,537000,63.271518,129.7525605,30322875
242587,129.7516294,3.640420935e+13,69676625,537000,63.27256129,129.7516294,30323375
242591,129.7506983,3.640480924e+13,69676125,537000,63.27360459,129.7506983,30323875
242595,129.7497672,3.640540913e+13,69675625,537000,63.27464789,129.7497672,30324375
242599,129.7488361,3.640600901e+13,69675125,537000,63.27569118,129.7488361,30324875
242603,129.747905,3.64066089e+13,69674625,537000,63.27673448,129.747905,30325375
242607,129.7469739,3.640720878e+13,69674125,537000,63.27777778,129.7469739,30325875
242611,129.7460428,3.640780867e+13,69673625,537000,63.27882107,129.7460428,30326375
242615,129.7451117,3.640840856e+13,69673125,537000,63.27986437,129.7451117,30326875
242619,129.7441806,3.640900844e+13,69672625,537000,63.28090767,129.7441806,30327375
242623,129.7432495,3.640960833e+13,69672125,537000,63.28195097,129.7432495,30327875
242627,129.7423184,3.641020822e+13,69671625,537000,63.28299426,129.7423184,30328375
242631,129.7413873,3.64108081e+13,69671125,537000,63.28403756,129.7413873,30328875
242635,129.7404562,3.641140799e+13,69670625,537000,63.28508086,129.7404562,30329375
242639,129.7395251,3.641200787e+13,69670125,537000,63.28612415,129.7395251,30329875
242643,129.738594,3.641260776e+13,69669625,537000,63.28716745,129.738594,30330375
242647,129.7376629,3.641320765e+13,69669125,537000,63.28821075,129.7376629,30330875
242651,129.7367318,3.641380753e+13,69668625,537000,63.28925404,129.7367318,30331375
242655,129.7358007,3.641440742e+13,69668125,537000,63.29029734,129.7358007,30331875
242659,129.7348696,3.641500731e+13,69667625,537000,63.29134064,129.7348696,30332375
242663,129.7339385,3.641560719e+13,69667125,537000,63.29238393,129.7339385,30332875
242667,129.7330074,3.641620708e+13,69666625,537000,63.29342723,129.7330074,30333375
242671,129.7320764,3.641680696e+13,69666125,537000,63.29447053,129.7320764,30333875
242675,129.7311453,3.641740685e+13,69665625,537000,63.29551382,129.7311453,30334375
242679,129.7302142,3.641800674e+13,69665125,537000,63.29655712,129.7302142,30334875
242683,129.7292831,3.641860662e+13,69664625,537000,63.29760042,129.7292831,30335375
242687,129.728352,3.641920651e+13,69664125,537000,63.29864371,129.728352,30335875
242691,129.7274209,3.641980639e+13,69663625,537000,63.29968701,129.7274209,30336375
242695,129.7264898,3.642040628e+13,69663125,537000,63.30073031,129.7264898,30336875
242699,129.7255587,3.642100617e+13,69662625,537000,63.3017736,129.7255587,30337375
242703,129.7246276,3.642160605e+13,69662125,537000,63.3028169,129.7246276,30337875
242707,129.7236965,3.642220594e+13,69661625,537000,63.3038602,129.7236965,30338375
242711,129.7227654,3.642280583e+13,69661125,537000,63.3049035,129.7227654,30338875
242715,129.7218343,3.642340571e+13,69660625,537000,63.30594679,129.7218343,30339375
242719,129.7209032,3.64240056e+13,69660125,537000,63.30699009,129.7209032,30339875
242723,129.7199721,3.642460548e+13,69659625,537000,63.30803339,129.7199721,30340375
242727,129.719041,3.642520537e+13,69659125,537000,63.30907668,129.719041,30340875
242731,129.7181099,3.642580526e+13,69658625,537000,63.31011998,129.7181099,30341375
242735,129.7171788,3.642640514e+13,69658125,537000,63.31116328,129.7171788,30341875
242739,129.7162477,3.642700503e+13,69657625,537000,63.31220657,129.7162477,30342375
242743,129.7153166,3.642760492e+13,69657125,537000,63.31324987,129.7153166,30342875
242747,129.7143855,3.64282048e+13,69656625,537000,63.31429317,129.7143855,30343375
242751,129.7134544,3.642880469e+13,69656125,537000,63.31533646,129.7134544,30343875
242755,129.7125233,3.642940457e+13,69655625,537000,63.31637976,129.7125233,30344375
242759,129.7115922,3.643000446e+13,69655125,537000,63.31742306,129.7115922,30344875
242763,129.7106611,3.643060435e+13,69654625,537000,63.31846635,129.7106611,30345375
242767,129.70973,3.643120423e+13,69654125,537000,63.31950965,129.70973,30345875
242771,129.7087989,3.643180412e+13,69653625,537000,63.32055295,129.7087989,30346375
242775,129.7078678,3.6432404e+13,69653125,537000,63.32159624,129.7078678,30346875
242779,129.7069367,3.643300389e+13,69652625,537000,63.32263954,129.7069367,30347375
242783,129.7060056,3.643360378e+13,69652125,537000,63.32368284,129.7060056,30347875
242787,129.7050745,3.643420366e+13,69651625,537000,63.32472613,129.7050745,30348375
242791,129.7041434,3.643480355e+13,69651125,537000,63.32576943,129.7041434,30348875
242795,129.7032123,3.643540344e+13,69650625,537000,63.32681273,129.7032123,30349375
242799,129.7022812,3.643600332e+13,69650125,537000,63.32785603,129.7022812,30349875
242803,129.7013501,3.643660321e+13,69649625,537000,63.32889932,129.7013501,30350375
242807,129.700419,3.643720309e+13,69649125,537000,63.32994262,129.700419,30350875
242811,129.6994879,3.643780298e+13,69648625,537000,63.33098592,129.6994879,30351375
242815,129.6985568,3.643840287e+13,69648125,537000,63.33202921,129.6985568,30351875
242819,129.6976257,3.643900275e+13,69647625,537000,63.33307251,129.6976257,30352375
242823,129.6966946,3.643960264e+13,69647125,537000,63.33411581,129.6966946,30352875
242827,129.6957635,3.644020253e+13,69646625,537000,63.3351591,129.6957635,30353375
242831,129.6948324,3.644080241e+13,69646125,537000,63.3362024,129.6948324,30353875
242835,129.6939013,3.64414023e+13,69645625,537000,63.3372457,129.6939013,30354375
242839,129.6929702,3.644200218e+13,69645125,537000,63.33828899,129.6929702,30354875
242843,129.6920391,3.644260207e+13,69644625,537000,63.33933229,129.6920391,30355375
242847,129.691108,3.644320196e+13,69644125,537000,63.34037559,129.691108,30355875
242851,129.6901769,3.644380184e+13,69643625,537000,63.34141888,129.6901769,30356375
242855,129.6892458,3.644440173e+13,69643125,537000,63.34246218,129.6892458,30356875
242859,129.6883147,3.644500161e+13,69642625,537000,63.34350548,129.6883147,30357375
242863,129.6873836,3.64456015e+13,69642125,537000,63.34454877,129.6873836,30357875
242867,129.6864525,3.644620139e+13,69641625,537000,63.34559207,129.6864525,30358375
242871,129.6855214,3.644680127e+13,69641125,537000,63.34663537,129.6855214,30358875
242875,129.6845903,3.644740116e+13,69640625,537000,63.34767866,129.6845903,30359375
242879,129.6836592,3.644800105e+13,69640125,537000,63.34872196,129.6836592,30359875
242883,129.6827281,3.644860093e+13,69639625,537000,63.34976526,129.6827281,30360375
242887,129.681797,3.644920082e+13,69639125,537000,63.35080856,129.681797,30360875
242891,129.6808659,3.64498007e+13,69638625,537000,63.35185185,129.6808659,30361375
242895,129.6799348,3.645040059e+13,69638125,537000,63.35289515,129.6799348,30361875
242899,129.6790037,3.645100048e+13,69637625,537000,63.35393845,129.6790037,30362375
242903,129.6780726,3.645160036e+13,69637125,537000,63.35498174,129.6780726,30362875
242907,129.6771415,3.645220025e+13,69636625,537000,63.35602504,129.6771415,30363375
242911,129.6762104,3.645280014e+13,69636125,537000,63.35706834,129.6762104,30363875
242915,129.6752793,3.645340002e+13,69635625,537000,63.35811163,129.6752793,30364375
242919,129.6743482,3.645399991e+13,69635125,537000,63.35915493,129.6743482,30364875
242923,129.6734171,3.645459979e+13,69634625,537000,63.36019823,129.6734171,30365375
242927,129.672486,3.645519968e+13,69634125,537000,63.36124152,129.672486,30365875
242931,129.6715549,3.645579957e+13,69633625,537000,63.36228482,129.6715549,30366375
242935,129.6706238,3.645639945e+13,69633125,537000,63.36332812,129.6706238,30366875
242939,129.6696927,3.645699934e+13,69632625,537000,63.36437141,129.6696927,30367375
242943,129.6687616,3.645759922e+13,69632125,537000,63.36541471,129.6687616,30367875
242947,129.6678305,3.645819911e+13,69631625,537000,63.36645801,129.6678305,30368375
242951,129.6668994,3.6458799e+13,69631125,537000,63.3675013,129.6668994,30368875
242955,129.6659683,3.645939888e+13,69630625,537000,63.3685446,129.6659683,30369375
242959,129.6650372,3.645999877e+13,69630125,537000,63.3695879,129.6650372,30369875
242963,129.6641061,3.646059866e+13,69629625,537000,63.37063119,129.6641061,30370375
242967,129.663175,3.646119854e+13,69629125,537000,63.37167449,129.663175,30370875
242971,129.6622439,3.646179843e+13,69628625,537000,63.37271779,129.6622439,30371375
242975,129.6613128,3.646239831e+13,69628125,537000,63.37376109,129.6613128,30371875
242979,129.6603818,3.64629982e+13,69627625,537000,63.37480438,129.6603818,30372375
242983,129.6594507,3.646359809e+13,69627125,537000,63.37584768,129.6594507,30372875
242987,129.6585196,3.646419797e+13,69626625,537000,63.37689098,129.6585196,30373375
242991,129.6575885,3.646479786e+13,69626125,537000,63.37793427,129.6575885,30373875
242995,129.6566574,3.646539775e+13,69625625,537000,63.37897757,129.6566574,30374375
