run,T_star,delivered,failures,launches,fail_cost,fail_loss_cost,replace_cost,max_deficit,completed,down_ratio
1,189.20823336300882,100000000.0,9931,9928,148920000000.0,0.0,148920000000.0,11,True,0.013436424411240122
